"X","year","age","maritl","race","education","region","jobclass","health","health_ins","logwage","wage","Resp"
450392,2009,58,"2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.653212514,104.9215065,41.567
155733,2003,50,"2. Married","1. White","1. < HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.653212514,104.9215065,40.482
12600,2005,38,"2. Married","1. White","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.602059991,99.6894637,36.916
80237,2004,33,"1. Never Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.619093331,101.4020523,27.524
306346,2007,52,"2. Married","1. White","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.004321374,149.0558956,40.266
81445,2004,48,"2. Married","1. White","1. < HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.301029996,73.77574327,37.657
231389,2006,53,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",5.079181246,160.6424754,42.635
378598,2008,37,"1. Never Married","1. White","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.77815125,118.8843593,29.68
306310,2007,43,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.782522787,119.4052043,37.946
380028,2008,54,"2. Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.681241237,107.9039239,39.781
86072,2004,41,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.042575512,154.8683672,38.289
11321,2005,57,"2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.322219295,75.35567932,39.196
307301,2007,54,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.77524626,118.5395025,39.092
447298,2009,25,"4. Divorced","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.342422681,76.89360252,29.442
161253,2003,35,"5. Separated","1. White","1. < HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.130333768,62.19867943,28.309
377359,2008,29,"2. Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",5.204119983,182.020621,38.078
453728,2009,36,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",5.590617833,267.9010869,47.653
14042,2005,43,"2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.954242509,141.7751723,36.901
304908,2007,41,"2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.230448921,186.8766776,41.115
160028,2003,52,"2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.278753601,72.15045568,39.026
13005,2005,48,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",3.903089987,49.55533812,34.09
158124,2003,51,"2. Married","2. Black","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.397940009,81.28325328,40.909
86567,2004,55,"2. Married","1. White","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.77815125,118.8843593,40.279
82851,2004,37,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.579783597,97.49329405,36.006
305392,2007,48,"1. Never Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.716003344,111.7208494,27.597
153650,2003,42,"2. Married","1. White","1. < HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.62324929,101.8243521,36.224
304093,2007,43,"2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.84509804,127.1157438,37.71
233121,2006,32,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.477121255,87.98103279,34.795
230850,2006,33,"1. Never Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.431363764,84.04595765,29.119
157822,2003,48,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.361727836,78.3924668,38.36
451294,2009,20,"1. Never Married","2. Black","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",3.836577275,46.36650274,25.216
14543,2005,43,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.889301703,132.8607653,37.243
159847,2003,58,"4. Divorced","2. Black","2. HS Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.120573931,61.59458318,26.531
83903,2004,38,"2. Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.602059991,99.6894637,35.404
378535,2008,23,"1. Never Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.193124598,66.22940829,28.121
453171,2009,54,"4. Divorced","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.69019608,108.8745258,27.544
301347,2007,66,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.602059991,99.6894637,41.73
453420,2009,47,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.029383778,152.838801,39.812
155699,2003,35,"2. Married","1. White","3. Some College","2. Middle Atlantic","2. Information","1. <=Good","2. No",4.342422681,76.89360252,34.049
380739,2008,39,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.963787827,143.1349408,37.198
9766,2005,35,"1. Never Married","2. Black","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.829946696,125.2042866,30.065
234383,2006,40,"2. Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.325597753,75.61069586,35.719
232723,2006,41,"2. Married","3. Asian","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.698970004,109.8339856,37.064
81234,2004,40,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.176091259,176.9896505,39.41
229581,2006,50,"2. Married","2. Black","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.079181246,59.09706408,38.284
87788,2004,35,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.602059991,99.6894637,35.323
452608,2009,43,"2. Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.556302501,95.23071257,38.484
8652,2005,26,"1. Never Married","1. White","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.653212514,104.9215065,29.495
451324,2009,23,"1. Never Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",3.903089987,49.55533812,27.2
160285,2003,61,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.875061263,130.9821774,41.688
84767,2004,24,"1. Never Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",3.77815125,43.73511168,24.705
229001,2006,66,"2. Married","2. Black","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.77815125,118.8843593,43.015
230839,2006,50,"3. Widowed","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.698970004,109.8339856,30.222
11453,2005,22,"1. Never Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","1. <=Good","2. No",4.318063335,75.04315402,28.968
87015,2004,62,"2. Married","2. Black","2. HS Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.51851394,91.69922611,43.279
157453,2003,55,"2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.662757832,105.9278108,40.115
87789,2004,41,"2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.301029996,73.77574327,35.411
10827,2005,54,"2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.136720567,170.1568344,41.536
450748,2009,29,"2. Married","3. Asian","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.929418926,138.2991269,36.687
83883,2004,39,"2. Married","2. Black","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.62324929,101.8243521,34.824
230302,2006,71,"4. Divorced","1. White","4. College Grad","2. Middle Atlantic","2. Information","1. <=Good","2. No",4.477121255,87.98103279,30.188
160949,2003,22,"1. Never Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.361727836,78.3924668,30.089
302490,2007,48,"2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.812913357,123.0896998,38.503
452615,2009,35,"2. Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.755874856,116.2653241,35.201
156728,2003,46,"2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.505149978,90.48191336,37.772
158466,2003,51,"2. Married","1. White","1. < HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.698970004,109.8339856,39.586
8344,2005,55,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.653212514,104.9215065,41.541
7436,2005,36,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.77815125,118.8843593,37.011
374803,2008,57,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.544068044,94.07271475,39.63
12491,2005,21,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.954242509,141.7751723,34.086
232762,2006,60,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.857332496,128.6804882,40.856
230998,2006,41,"1. Never Married","2. Black","3. Some College","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.301029996,73.77574327,29.733
84524,2004,56,"2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.937016107,139.3538118,39.681
13464,2005,32,"1. Never Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.544068044,94.07271475,30.176
159550,2003,32,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.301029996,73.77574327,37.379
234248,2006,36,"4. Divorced","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.681241237,107.9039239,27.937
234357,2006,28,"1. Never Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.167317335,64.54207487,27.357
451267,2009,60,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","1. <=Good","2. No",4.929418926,138.2991269,42.064
155944,2003,41,"2. Married","1. White","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.491361694,89.24288466,37.873
228029,2006,55,"2. Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.602059991,99.6894637,40.539
159068,2003,36,"2. Married","2. Black","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.698970004,109.8339856,35.906
228443,2006,46,"1. Never Married","2. Black","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.505149978,90.48191336,30.445
376883,2008,62,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.494154594,89.49247952,42.138
233097,2006,44,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.632457292,102.7662809,37.993
228418,2006,36,"2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.77815125,118.8843593,36.803
80966,2004,41,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5,148.4131591,38.036
229478,2006,22,"1. Never Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.740362689,114.4757133,28.675
374483,2008,51,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.867408557,129.9836348,39.299
381181,2008,57,"2. Married","1. White","1. < HS Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.707570176,110.7826503,41.054
12955,2005,55,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.740362689,114.4757133,41.678
161502,2003,36,"2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5,148.4131591,35.448
380218,2008,43,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.623217234,276.7784133,48.993
156036,2003,38,"2. Married","1. White","3. Some College","2. Middle Atlantic","2. Information","1. <=Good","2. No",3.176091259,23.95294448,11.598
229899,2006,27,"1. Never Married","1. White","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.643452676,103.9024706,28.472
305122,2007,32,"2. Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.77815125,118.8843593,36.553
450849,2009,44,"1. Never Married","1. White","1. < HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.272305844,71.68674367,29.581
376406,2008,56,"2. Married","3. Asian","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",5.623217234,276.7784133,51.056
303218,2007,38,"2. Married","2. Black","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.954242509,141.7751723,38.422
156645,2003,36,"2. Married","1. White","1. < HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.602059991,99.6894637,37.592
14338,2005,28,"1. Never Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.69019608,108.8745258,27.977
14140,2005,39,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.380211242,79.85490031,36.009
380621,2008,42,"1. Never Married","2. Black","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.369252975,78.98460618,30.77
447629,2009,51,"2. Married","1. White","1. < HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.414973348,82.6796373,38.489
86490,2004,55,"2. Married","2. Black","2. HS Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.494154594,89.49247952,39.599
302168,2007,39,"1. Never Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.875061263,130.9821774,30.177
158551,2003,42,"2. Married","1. White","1. < HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.697804533,109.7060518,36.805
233702,2006,33,"2. Married","2. Black","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.763427994,117.1468169,36.004
378925,2008,23,"1. Never Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.301029996,73.77574327,29.326
160680,2003,40,"2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.397940009,81.28325328,36.003
158298,2003,40,"2. Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.392696953,80.85819596,36.032
450290,2009,51,"2. Married","3. Asian","3. Some College","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.681241237,107.9039239,38.924
305059,2007,76,"2. Married","3. Asian","4. College Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.342422681,76.89360252,43.907
301937,2007,57,"4. Divorced","1. White","5. Advanced Degree","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.477121255,87.98103279,29.597
160924,2003,27,"5. Separated","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.556302501,95.23071257,28.453
12963,2005,26,"1. Never Married","2. Black","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.431363764,84.04595765,29.073
10344,2005,25,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.602059991,99.6894637,34.635
8757,2005,27,"2. Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.619093331,101.4020523,34.245
82071,2004,33,"1. Never Married","1. White","3. Some College","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.477121255,87.98103279,29.765
155631,2003,51,"4. Divorced","1. White","1. < HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.477121255,87.98103279,30.396
9139,2005,22,"1. Never Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.544068044,94.07271475,29.248
10933,2005,47,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.853588712,128.1996369,39.679
449746,2009,34,"1. Never Married","1. White","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.916453949,136.5176552,30.913
379247,2008,47,"4. Divorced","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.681241237,107.9039239,29.318
13497,2005,31,"1. Never Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.812913357,123.0896998,28.561
14109,2005,46,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.51851394,91.69922611,36.585
234415,2006,47,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.361727836,78.3924668,40.183
234376,2006,49,"2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",5.041392685,154.685293,39.727
155250,2003,40,"2. Married","2. Black","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.913813852,136.1577108,37.703
85134,2004,51,"2. Married","1. White","1. < HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.397940009,81.28325328,38.262
381020,2008,31,"2. Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.334453751,76.28327785,33.291
159971,2003,58,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.698970004,109.8339856,41.872
9591,2005,48,"2. Married","2. Black","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.474929786,87.78843622,41.485
83666,2004,54,"4. Divorced","2. Black","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.84509804,127.1157438,27.466
301931,2007,56,"1. Never Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",5.037426498,154.0729972,30.586
307750,2007,61,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.698970004,109.8339856,41.08
453302,2009,32,"2. Married","3. Asian","5. Advanced Degree","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.929418926,138.2991269,35.405
307225,2007,60,"2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",5.103803721,164.6469889,43.487
230293,2006,42,"2. Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.929418926,138.2991269,38.662
154660,2003,22,"1. Never Married","3. Asian","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",3.806179974,44.97829203,25.254
156739,2003,46,"2. Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.670245853,106.7239776,39.387
8789,2005,53,"2. Married","1. White","1. < HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.740362689,114.4757133,NA
375928,2008,43,"4. Divorced","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.301029996,73.77574327,29.295
447995,2009,32,"1. Never Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.322219295,75.35567932,28.651
447215,2009,30,"2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.954242509,141.7751723,35.912
448598,2009,50,"1. Never Married","2. Black","5. Advanced Degree","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.698970004,109.8339856,29.177
229234,2006,40,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.626899559,277.7994802,49.576
447888,2009,55,"2. Married","1. White","1. < HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.380211242,79.85490031,41.353
82715,2004,42,"2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.113943352,166.3249412,NA
82946,2004,35,"1. Never Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.322219295,75.35567932,28.931
80449,2004,33,"2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.606037233,100.0867423,36.442
86044,2004,33,"2. Married","1. White","3. Some College","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.633468456,102.8702469,35.845
157202,2003,38,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.776701184,118.7120941,37.963
450096,2009,41,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.763427994,117.1468169,37.687
448535,2009,42,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.8162413,123.5000178,36.704
450450,2009,58,"2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5,148.4131591,42.261
451844,2009,45,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.342422681,76.89360252,38.603
451460,2009,47,"1. Never Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.698970004,109.8339856,30.842
11973,2005,30,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.662757832,105.9278108,NA
452739,2009,34,"2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.079181246,160.6424754,36.879
230033,2006,43,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",5.008600172,149.6950421,39.826
377968,2008,58,"5. Separated","1. White","1. < HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.602059991,99.6894637,29.624
447810,2009,44,"2. Married","2. Black","3. Some College","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.653231815,104.9235317,35.042
9620,2005,28,"2. Married","1. White","1. < HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.113943352,61.18752643,34.538
83273,2004,46,"2. Married","1. White","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.662757832,105.9278108,39.422
381222,2008,36,"2. Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.681241237,107.9039239,34.682
301976,2007,37,"2. Married","2. Black","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.260071388,70.81503862,34.684
381289,2008,47,"2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.079181246,160.6424754,39.447
307040,2007,56,"4. Divorced","1. White","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.602059991,99.6894637,28.412
450227,2009,38,"2. Married","1. White","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.716003344,111.7208494,35.781
302539,2007,41,"1. Never Married","2. Black","1. < HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.322219295,75.35567932,28.191
86544,2004,62,"2. Married","1. White","3. Some College","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.544068044,94.07271475,44.465
86015,2004,40,"2. Married","1. White","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.477121255,87.98103279,38.298
84882,2004,44,"2. Married","3. Asian","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.812913357,123.0896998,39.409
301497,2007,56,"2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.602059991,99.6894637,40.935
378528,2008,51,"2. Married","2. Black","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.342422681,76.89360252,37.387
7539,2005,41,"2. Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.462397998,86.69515483,37.818
14035,2005,52,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.176091259,176.9896505,42.116
379720,2008,27,"2. Married","1. White","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.612783857,100.7642728,36.675
87842,2004,52,"2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.740362689,114.4757133,NA
12496,2005,51,"4. Divorced","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.207365037,67.17929148,28.877
453550,2009,51,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.380211242,79.85490031,40.827
12905,2005,28,"1. Never Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.505149978,90.48191336,29.493
307423,2007,49,"1. Never Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.059941888,57.97094218,28.167
302880,2007,61,"2. Married","1. White","1. < HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.740362689,114.4757133,40.063
229722,2006,39,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.602059991,99.6894637,36.55
13420,2005,23,"1. Never Married","1. White","1. < HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.494154594,89.49247952,28.519
305048,2007,53,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",5.022597437,151.8050963,NA
81872,2004,55,"1. Never Married","3. Asian","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.477121255,87.98103279,NA
11889,2005,48,"1. Never Married","2. Black","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.477121255,87.98103279,27.981
301313,2007,50,"2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.653212514,104.9215065,38.708
